FIGHTER_NAME,WINS,LOSSES,DRAWS,NO_CONTESTS,HEIGHT_CM,WEIGHT_KG,REACH_CM,STANCE,BIRTHDAY,SLPM,STR_ACC,SAPM,STR_DEF,TD_AVG,TD_ACC,TD_DEF,SUB_AVG,URL
"Damian Stasiak",10,6,0,0,165.10,61.234920,177.80,Orthodox,1990-02-20,1.86,36,3.10,52,2.64,35,43,0.6,"http://ufcstats.com/fighter-details/42a7e90605df3c8a"
"Adam Steele",0,1,0,0,,77.110640,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/16044bd8762cf794"
"Dominique Steele",14,9,0,0,177.80,77.110640,187.96,Orthodox,1988-01-27,2.32,49,2.42,50,2.95,42,76,0.0,"http://ufcstats.com/fighter-details/68c11c27d4d56572"
"Ricky Steele",6,0,0,0,175.26,61.234920,187.96,Orthodox,1988-05-26,4.07,70,2.93,50,0.00,0,91,0.0,"http://ufcstats.com/fighter-details/09a6ed4ee97a5606"
"Eric Steenberg",5,1,0,0,,70.306760,,,1983-06-22,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/377bc9dc0b2745f9"
"Steve Steinbeiss",9,4,0,0,190.50,83.914520,190.50,Orthodox,1981-05-05,3.92,55,1.86,49,0.44,50,58,0.0,"http://ufcstats.com/fighter-details/0b5b6876c2a4723f"
"Ray Steinbeiss",14,7,0,0,180.34,77.110640,,Orthodox,1979-09-12,0.00,0,0.00,100,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/6000b5ae6c462142"
"Dmitri Stepanov",0,1,0,0,190.50,98.429464,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/738acab0c6934dd8"
"Jeremy Stephens",28,19,0,1,175.26,65.770840,180.34,Orthodox,1986-05-25,3.17,40,3.05,58,1.16,38,65,0.4,"http://ufcstats.com/fighter-details/18968f97ad34f15c"
"Aljamain Sterling",23,4,0,0,170.18,65.770840,180.34,Orthodox,1989-07-31,4.73,52,2.41,58,1.97,24,45,0.8,"http://ufcstats.com/fighter-details/cb696ebfb6598724"
"Marc Stevens",21,10,0,0,175.26,70.306760,,,,0.45,26,1.79,46,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/310c4d4b2b32796b"
"Joe Stevenson",33,16,0,0,170.18,65.770840,177.80,Orthodox,1982-06-15,2.05,44,2.44,60,2.75,44,39,2.2,"http://ufcstats.com/fighter-details/79899ecf62020f6d"
"Maia Stevenson",6,5,0,0,162.56,52.163080,157.48,Orthodox,1982-03-19,1.57,54,3.13,33,3.91,100,50,0.0,"http://ufcstats.com/fighter-details/2fee10d5cf86bfca"
"Luke Stewart",6,3,0,0,180.34,77.110640,,Orthodox,,3.75,56,2.34,53,3.75,33,50,1.9,"http://ufcstats.com/fighter-details/27b1a406ac171b19"
"Darren Stewart",12,8,0,2,182.88,92.986360,187.96,Orthodox,1990-12-30,3.05,45,3.29,48,1.75,45,67,0.1,"http://ufcstats.com/fighter-details/a17ad5a5048e8c3f"
"Kyle Stewart",11,3,0,0,182.88,77.110640,193.04,Orthodox,1989-01-31,1.41,35,2.42,43,1.32,20,60,0.0,"http://ufcstats.com/fighter-details/bb61823f76361297"
"Alex Stiebling",19,11,1,1,187.96,92.986360,,Southpaw,,1.77,42,1.45,52,0.35,66,66,0.7,"http://ufcstats.com/fighter-details/df5a77121ba84a5d"
"Tyler Stinson",30,10,0,0,190.50,77.110640,,,1986-01-17,2.80,23,4.60,56,0.50,100,0,0.5,"http://ufcstats.com/fighter-details/2cf520143e76cd2e"
"Dan Stittgen",12,5,0,0,185.42,77.110640,,Orthodox,1980-11-17,2.97,46,4.42,37,0.78,100,100,0.0,"http://ufcstats.com/fighter-details/cc3147b49c7d7d92"
"Lazar Stojadinovic",12,5,0,0,170.18,65.770840,172.72,Southpaw,1989-03-22,1.82,29,1.97,59,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/4d25497994da569c"
"Denis Stojnic",13,3,0,1,182.88,111.130040,,Orthodox,1980-02-02,1.51,23,6.06,36,0.00,0,80,1.0,"http://ufcstats.com/fighter-details/a421465acbe59c77"
"Julija Stoliarenko",11,9,2,0,170.18,56.699000,167.64,Orthodox,1993-04-08,2.49,39,4.54,46,0.93,27,54,1.7,"http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb"
"Dustin Stoltzfus",15,5,0,0,182.88,83.914520,190.50,Orthodox,1991-11-15,3.49,44,3.29,48,2.40,40,46,0.7,"http://ufcstats.com/fighter-details/71505842fb6455c3"
"Niklas Stolze",12,6,0,0,185.42,70.306760,187.96,Switch,1992-12-28,2.12,48,2.25,49,0.66,100,55,0.7,"http://ufcstats.com/fighter-details/62f7097c04311193"
"Ken Stone",11,4,0,0,172.72,61.234920,180.34,Southpaw,1982-10-08,3.85,49,2.90,48,1.24,33,60,0.6,"http://ufcstats.com/fighter-details/fbf0947399d14323"
"Ryan Stonitsch",8,1,0,0,175.26,77.110640,,Southpaw,1977-02-03,2.53,36,2.53,71,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/8d477c3fbe001f9d"
"George Stork",7,9,0,0,177.80,83.914520,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/61dd409cb40d1a55"
"Rick Story",19,9,0,0,175.26,77.110640,180.34,Southpaw,1984-08-28,3.80,41,2.17,62,2.53,48,63,0.9,"http://ufcstats.com/fighter-details/5b5307450405abf0"
"Darko Stosic",13,4,0,0,182.88,92.986360,193.04,Orthodox,1992-02-09,2.61,45,4.04,58,3.42,50,83,0.0,"http://ufcstats.com/fighter-details/025f0b1b58fbad01"
"Greg Stott",0,1,0,0,170.18,99.790240,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/91181b29be041f1c"
"Curtis Stout",11,12,1,0,185.42,83.914520,,Southpaw,1973-11-07,0.69,67,3.20,29,0.00,0,20,0.0,"http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2"
"Sam Stout",20,12,1,0,175.26,70.306760,177.80,Orthodox,1984-04-23,4.17,28,4.08,57,0.63,38,77,0.1,"http://ufcstats.com/fighter-details/501b07aec9b8fc2d"
"Tim Stout",12,10,0,0,180.34,83.914520,,,1979-02-09,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/e1a4568fec1fc24f"
"Jesse Strader",5,3,0,0,170.18,61.234920,177.80,Orthodox,1991-05-29,5.03,51,5.28,47,3.87,57,100,0.0,"http://ufcstats.com/fighter-details/8c39367b53eadf8a"
"Gennaro Strangis",0,1,0,0,,,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/495add4fbede0a44"
"Dave Strasser",25,8,0,0,177.80,77.110640,,Orthodox,1969-07-13,3.04,45,1.88,59,0.72,33,33,0.0,"http://ufcstats.com/fighter-details/980b4e712489098e"
"Daniel Straus",24,7,0,1,170.18,65.770840,180.34,,1984-07-27,4.76,43,2.99,57,0.84,15,81,1.1,"http://ufcstats.com/fighter-details/15347cd4cdf01b03"
"Gerald Strebendt",9,7,0,0,175.26,70.306760,,Orthodox,1979-03-01,0.00,0,4.00,38,0.00,0,0,16.4,"http://ufcstats.com/fighter-details/04f9fe830cf13482"
"Sean Strickland",28,6,0,0,185.42,83.914520,193.04,Orthodox,1991-02-27,5.91,41,4.33,62,0.85,64,77,0.2,"http://ufcstats.com/fighter-details/0d8011111be000b2"
"Mark Striegl",18,4,0,1,172.72,65.770840,177.80,Southpaw,1988-06-23,1.40,45,4.07,40,0.00,0,66,0.0,"http://ufcstats.com/fighter-details/ef1182eb28c17d4e"
"Hans Stringer",22,8,3,0,190.50,92.986360,,Orthodox,1987-07-06,3.16,61,2.84,41,2.40,36,62,0.0,"http://ufcstats.com/fighter-details/523f6ad11dbe9b53"
"Stefan Struve",33,13,0,0,210.82,120.201880,213.36,Orthodox,1988-02-18,3.12,47,4.04,46,0.56,46,55,1.7,"http://ufcstats.com/fighter-details/ebc1f40e00e0c481"
"Josh Stuart",1,4,0,0,175.26,72.574720,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/601cf40c09090853"
"Mike Stumpf",11,4,0,0,177.80,77.110640,,,1986-08-01,3.34,43,8.85,47,1.59,25,33,0.8,"http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5"
"Kyle Sturgeon",0,1,0,0,190.50,102.058200,,Switch,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/d30415ec5e8783cd"
"Tatiana Suarez",11,0,0,0,165.10,52.163080,167.64,Southpaw,1990-12-19,4.27,63,1.38,51,6.20,61,100,0.9,"http://ufcstats.com/fighter-details/b08012bbe542592a"
"Masanori Suda",22,11,3,0,175.26,83.007336,,Orthodox,,1.80,50,1.20,63,0.00,0,60,0.0,"http://ufcstats.com/fighter-details/3a7513372f79c8c8"
"Genki Sudo",15,4,2,0,175.26,70.306760,,Orthodox,1978-03-08,1.55,39,2.23,33,3.58,60,50,4.2,"http://ufcstats.com/fighter-details/99dd0147dc4ef80c"
"Lucasz Sudolski",8,1,0,0,193.04,92.986360,190.50,Orthodox,1993-06-15,5.70,67,4.89,28,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/b160e4f251283d70"
"Daisuke Sugie",10,8,1,0,167.64,72.574720,,Orthodox,,0.00,0,0.22,80,3.27,50,0,3.3,"http://ufcstats.com/fighter-details/8215e4fe24e8e81b"
"Takashi Sugiura",1,3,0,0,180.34,102.058200,,Southpaw,1970-05-31,1.37,40,2.08,53,1.33,66,0,0.0,"http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd"
"Naho Sugiyuma",12,5,0,0,154.94,47.627160,,,1978-02-03,2.59,48,2.45,71,2.05,100,66,0.0,"http://ufcstats.com/fighter-details/b205d4f2ff44bc89"
"George Sullivan",17,7,0,1,182.88,77.110640,185.42,Orthodox,1981-03-13,3.53,39,2.42,57,1.37,20,38,0.7,"http://ufcstats.com/fighter-details/6c7e25571490aa3b"
"Amar Suloev",24,7,0,0,175.26,83.007336,,Orthodox,1976-07-01,1.98,37,2.19,70,0.27,100,88,0.3,"http://ufcstats.com/fighter-details/7aa88401f93ce836"
"Magomed Sultanakhmedov",18,6,0,0,187.96,83.914520,,Southpaw,,0.00,0,2.40,42,9.00,100,0,9.0,"http://ufcstats.com/fighter-details/fe1fdc6be470f773"
"Justin Sumter",7,3,0,0,187.96,83.914520,203.20,Southpaw,1989-11-16,2.68,48,7.64,34,2.87,100,0,0.0,"http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5"
Sumudaerji,16,6,0,0,172.72,56.699000,182.88,Southpaw,1996-01-20,4.64,54,2.73,61,0.29,100,66,0.6,"http://ufcstats.com/fighter-details/3cf18e01cb6cbde3"
"Kyu Sung Kim",12,5,0,0,,56.699000,,,1992-11-05,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1"
"Rama Supandhi",8,4,0,0,165.10,56.699000,167.64,Southpaw,1991-11-07,2.20,42,3.53,48,1.00,11,0,0.0,"http://ufcstats.com/fighter-details/6d537248fe7cccf1"
"Aji Susilo",6,4,0,0,177.80,70.306760,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/22af3546bd967280"
"Jason Suttie",0,1,0,0,182.88,95.254320,,Orthodox,1973-08-07,2.07,83,4.97,36,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/cc5834a495d1ea08"
"Joel Sutton",2,4,1,0,180.34,92.986360,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/a6a9ab5a824e8f66"
"Chad Sutton",2,2,0,0,185.42,83.914520,,,1982-08-07,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/556347e2b0e33979"
"Danilo Suzart",9,2,0,0,182.88,117.933920,,Orthodox,1991-12-04,4.09,55,11.73,51,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/3d99e5aa85d7576a"
"Martin Svensson",15,6,0,0,185.42,70.306760,,,1985-04-25,2.02,38,5.91,38,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/bcad7223af3c19da"
"Daniel Swain",20,10,1,0,175.26,65.770840,177.80,Orthodox,1991-01-30,0.80,44,3.20,40,0.00,0,0,6.0,"http://ufcstats.com/fighter-details/cc39185f2d7d89e4"
"Cub Swanson",29,13,0,0,172.72,65.770840,177.80,Orthodox,1983-11-02,4.70,50,3.84,59,1.09,52,61,0.4,"http://ufcstats.com/fighter-details/d247691a6c0e9034"
"Mike Swick",15,6,0,0,185.42,77.110640,195.58,Orthodox,1979-06-19,2.36,37,2.29,54,1.06,50,61,0.6,"http://ufcstats.com/fighter-details/9fe85152f351e737"
"Floyd Sword",12,3,0,0,182.88,83.914520,,Orthodox,1976-08-24,0.78,42,1.57,40,0.00,0,33,0.0,"http://ufcstats.com/fighter-details/5330fe7e4c3af81c"
"Oumar Sy",6,0,0,0,,92.986360,,,1995-11-21,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/46e2011d92463b7e"
"Bentley Syler",5,1,0,0,162.56,56.699000,,Orthodox,1982-12-22,1.30,18,1.73,79,0.00,0,75,0.0,"http://ufcstats.com/fighter-details/abd2109bc4cb0291"
"Kevin Syler",10,1,0,0,175.26,70.306760,180.34,Switch,1993-07-29,5.60,69,4.03,48,1.00,40,77,2.0,"http://ufcstats.com/fighter-details/9094a881a7513de3"
"Leo Sylvest",10,16,0,0,180.34,92.986360,,Orthodox,1973-09-03,0.00,0,6.58,27,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/58a36b4ccf5dc30e"
"Tony Sylvester",11,3,0,0,185.42,102.058200,,Southpaw,1978-01-27,0.00,0,10.12,12,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/87b7df65c30008c4"
"Tim Sylvia",31,10,0,1,203.20,120.201880,203.20,Orthodox,1976-03-05,4.23,41,2.61,61,0.11,100,75,0.1,"http://ufcstats.com/fighter-details/2a542ee8a8b83559"
"Kevin Szaflarski",11,2,0,0,195.58,117.933920,195.58,Orthodox,1994-12-30,1.13,28,8.07,30,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/d2d05dda5f887f87"
"Osamu Tachihikari",0,4,0,0,195.58,136.077600,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/e7bc606d269896aa"
"Amber Tackett",1,3,0,0,,52.163080,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/bb01bc3c57f39b04"
"Eugenio Tadeu",2,3,0,1,172.72,72.574720,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/f70144caea5c4c80"
"Justin Tafa",7,3,0,1,182.88,119.748288,187.96,Southpaw,1993-12-13,5.13,55,5.93,49,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/e13abac8089a801a"
"Junior Tafa",5,2,0,0,190.50,108.862080,190.50,Orthodox,1996-09-21,1.81,40,1.86,50,0.00,0,81,0.0,"http://ufcstats.com/fighter-details/c15fa95b9a12fde4"
"Khalid Taha",13,5,0,1,165.10,61.234920,175.26,Orthodox,1992-02-15,2.64,32,4.12,46,0.00,0,61,0.2,"http://ufcstats.com/fighter-details/b4537562f88ac582"
"Joe Taimanglo",23,7,1,0,162.56,61.234920,,,1984-06-27,4.18,42,4.55,59,5.45,40,100,1.4,"http://ufcstats.com/fighter-details/9bf126927843e184"
"Tatsuro Taira",15,0,0,0,170.18,56.699000,177.80,Orthodox,2000-01-27,3.51,71,1.15,47,2.12,41,71,2.4,"http://ufcstats.com/fighter-details/4461d7e47375a895"
"Mairbek Taisumov",27,6,0,0,175.26,70.306760,185.42,Orthodox,1988-08-08,2.98,39,3.03,64,1.34,63,88,0.0,"http://ufcstats.com/fighter-details/8f5c8850b2484173"
"Nobuhiko Takada",2,6,2,0,182.88,99.790240,,Southpaw,1962-04-12,0.31,24,1.92,39,1.15,20,0,0.0,"http://ufcstats.com/fighter-details/a25b71fe5e31fa97"
"Yoshiki Takahashi",30,27,3,1,180.34,90.264808,,Southpaw,1969-03-13,2.26,51,6.47,44,0.00,0,66,2.3,"http://ufcstats.com/fighter-details/6420efac0578988b"
"Yoko Takahashi",15,12,2,0,172.72,68.038800,,,1973-04-20,5.11,54,8.78,48,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/01f86e2d604e2f3c"
"Daiju Takase",12,15,2,0,182.88,77.110640,,Southpaw,1978-04-20,0.49,30,1.64,47,0.84,17,21,1.2,"http://ufcstats.com/fighter-details/4f74c8be51db8a37"
"Hiroyuki Takaya",21,14,2,0,167.64,63.049288,,Orthodox,1977-06-10,3.18,33,3.16,60,0.90,45,66,0.0,"http://ufcstats.com/fighter-details/0d16bdb7d32e88e9"
"Yoshihiro Takayama",1,4,0,0,195.58,127.005760,,Orthodox,1968-09-19,3.40,54,5.69,29,0.67,33,55,0.0,"http://ufcstats.com/fighter-details/d856a0080ac09ed7"
"Makoto Takimoto",6,5,0,0,170.18,92.986360,,Southpaw,1979-12-08,1.37,39,1.71,55,1.48,50,25,1.1,"http://ufcstats.com/fighter-details/a7724f51e32e763e"
"Oleg Taktarov",17,5,2,0,182.88,95.254320,,Orthodox,1967-08-26,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/1dc56b59cb28425d"
"Payton Talbott",7,0,0,0,177.80,61.234920,177.80,Switch,1998-09-09,6.66,51,3.12,51,0.00,0,88,0.6,"http://ufcstats.com/fighter-details/6e743a33d56bdaa4"
"Nordine Taleb",15,7,0,0,185.42,77.110640,187.96,Orthodox,1981-06-10,3.66,51,2.62,66,1.94,76,73,0.0,"http://ufcstats.com/fighter-details/49858bf46dabf6fb"
"Murtaza Talha",6,1,0,0,182.88,92.986360,187.96,Orthodox,1996-07-10,4.91,58,8.29,30,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/6aab5c20395ee722"
"Tsuyoshi Tamakairiki",0,3,0,0,182.88,99.790240,,Orthodox,,0.00,0,26.67,50,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/eaa0a728cc91ef60"
"Eli Tamez",10,0,0,0,170.18,61.234920,,,1985-08-22,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/bfd4d50591033a1f"
"Kiyoshi Tamura",32,13,3,0,180.34,83.914520,,Southpaw,1969-12-17,2.44,53,1.44,60,0.58,60,45,0.2,"http://ufcstats.com/fighter-details/30e8b4505f5ccf92"
"Akitoshi Tamura",21,18,2,0,175.26,61.234920,177.80,Orthodox,1980-05-31,3.73,43,1.94,78,0.00,0,20,1.0,"http://ufcstats.com/fighter-details/c95fbc085e17a532"
"Issei Tamura",10,8,0,0,165.10,61.234920,160.02,Orthodox,1984-03-12,1.89,53,4.58,44,0.92,25,33,0.0,"http://ufcstats.com/fighter-details/57bf89d42364d39e"
"Jason Tan",5,3,0,0,177.80,77.110640,,Orthodox,1981-12-17,0.69,29,7.37,18,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/ad3041e61896b975"
"Akihito Tanaka",2,2,0,0,,,,Southpaw,,0.19,50,2.05,38,5.59,66,0,0.0,"http://ufcstats.com/fighter-details/1bf49bf829964144"
"Michinori Tanaka",11,3,0,0,165.10,61.234920,170.18,Orthodox,1990-10-04,1.97,37,1.99,50,2.40,38,43,0.2,"http://ufcstats.com/fighter-details/64788ee44b062ded"
"Evan Tanner",32,8,0,0,182.88,83.914520,187.96,Orthodox,1971-02-11,3.05,59,2.64,56,2.55,43,25,1.3,"http://ufcstats.com/fighter-details/8f2d9ee27f206f1f"
"Kasey Tanner",6,1,0,0,170.18,61.234920,175.26,Orthodox,1992-01-11,6.60,50,6.67,63,2.00,33,0,0.0,"http://ufcstats.com/fighter-details/078b732efa497f49"
"Manny Tapia",12,14,1,0,165.10,61.234920,170.18,Orthodox,1981-03-14,2.69,21,4.74,58,0.49,40,66,0.2,"http://ufcstats.com/fighter-details/0eec866a077889f0"
"Gary Tapusoa",8,3,0,0,170.18,83.914520,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/37ac9e0f4fc86171"
"Miesha Tate",20,9,0,0,167.64,61.234920,165.10,Orthodox,1986-08-18,2.62,45,2.98,51,2.02,31,55,1.3,"http://ufcstats.com/fighter-details/b96619b3acd7d9da"
"Deividas Taurosevicius",17,5,0,0,175.26,65.770840,172.72,Southpaw,1977-08-28,2.13,43,1.82,59,2.00,28,50,0.3,"http://ufcstats.com/fighter-details/ef927e4fe2117ab8"
"Thiago Tavares",21,7,1,0,170.18,65.770840,177.80,Orthodox,1984-11-08,2.00,40,2.31,62,3.83,42,62,1.5,"http://ufcstats.com/fighter-details/8a59d346dc976a10"
"Jeremy Tavares",1,6,0,0,,61.234920,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/681d07e328798ec0"
"Brad Tavares",20,10,0,0,185.42,83.914520,187.96,Orthodox,1987-12-21,3.38,43,3.15,55,0.78,26,81,0.0,"http://ufcstats.com/fighter-details/0c6d9ea8306c029e"
"Ramon Taveras",10,2,0,0,172.72,61.234920,177.80,Southpaw,1994-01-09,4.63,45,5.41,65,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/c5ccd878231c5407"
"Paul Taylor",11,6,1,1,182.88,70.306760,182.88,Orthodox,1979-12-15,4.44,47,4.47,55,0.27,25,56,0.5,"http://ufcstats.com/fighter-details/9b74de674c355425"
"Jesse Taylor",31,15,0,0,182.88,77.110640,185.42,Orthodox,1983-01-02,1.94,65,0.55,38,7.28,50,100,3.1,"http://ufcstats.com/fighter-details/dd992d569aaebee6"
"Torrance Taylor",13,8,1,0,170.18,70.306760,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/88e53ec16b801740"
"Louis Taylor",13,4,0,0,180.34,83.914520,,Orthodox,1979-05-12,2.06,32,1.24,68,2.48,28,100,0.0,"http://ufcstats.com/fighter-details/49bddfee9ed54cf3"
"Anthony Taylor",1,3,0,0,170.18,65.770840,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/637a4d8825464c62"
"Danielle Taylor",9,4,0,0,152.40,52.163080,152.40,Orthodox,1989-10-25,2.75,29,3.31,71,0.20,20,70,0.2,"http://ufcstats.com/fighter-details/b76c6268dc1d3c05"
"J.T Taylor",7,7,0,0,177.80,,,,,3.17,80,3.70,26,3.96,100,0,7.9,"http://ufcstats.com/fighter-details/17c6e35e4da505b0"
"James Te Huna",16,9,0,0,187.96,83.914520,190.50,Orthodox,1981-09-29,4.04,51,2.99,62,2.75,37,58,0.2,"http://ufcstats.com/fighter-details/f5431394fb284bb9"
"Shawn Teed",5,2,0,0,195.58,120.201880,,Orthodox,1992-02-13,1.40,42,13.31,21,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/5bb70ebd65075c5c"
"Glover Teixeira",33,9,0,0,187.96,92.986360,193.04,Orthodox,1979-10-28,3.73,49,4.43,51,2.11,33,60,0.9,"http://ufcstats.com/fighter-details/7ff97850e8c32bda"
"John Teixeira",21,2,2,0,170.18,65.770840,,Orthodox,1986-11-18,3.36,35,3.20,63,1.00,27,71,0.7,"http://ufcstats.com/fighter-details/86061eaba822bfea"
"Ewerton Teixeira",3,1,0,0,185.42,109.769264,,,1982-02-13,2.00,39,3.22,35,0.00,0,33,0.0,"http://ufcstats.com/fighter-details/de9e331b3e6bae70"
"Tra Telligman",7,5,1,0,187.96,105.686936,,Orthodox,1965-02-07,1.83,35,3.02,56,0.87,100,80,0.0,"http://ufcstats.com/fighter-details/1dab0d1d81dd06db"
"Taneisha Tennant",5,1,0,0,170.18,65.770840,177.80,Orthodox,1989-06-15,5.67,55,3.40,71,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/87911d22a79d3203"
"Herman Terrado",15,3,1,0,,77.110640,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/61d6368013f8637f"
"Dave Terrel",7,7,0,0,172.72,77.110640,,Southpaw,1978-05-10,2.62,43,2.80,48,3.28,38,100,0.0,"http://ufcstats.com/fighter-details/b9aa0024f295609e"
"David Terrell",6,2,0,0,185.42,83.914520,,Southpaw,1978-01-09,2.34,63,2.71,37,5.54,50,0,5.5,"http://ufcstats.com/fighter-details/4123fd4dcc1fe937"
"James Terry",19,9,0,0,177.80,77.110640,,Orthodox,1981-03-16,3.23,32,4.77,64,3.31,36,75,0.0,"http://ufcstats.com/fighter-details/5befa793316d3469"
"Jeff Terry",2,3,0,0,187.96,92.986360,,,,1.09,50,9.27,19,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/60f86c449cd31e23"
"David Teymur",8,2,0,0,175.26,70.306760,185.42,Southpaw,1989-05-01,4.69,43,3.53,55,0.94,33,77,0.0,"http://ufcstats.com/fighter-details/2747c60e42d9d75f"
"Daniel Teymur",7,4,0,0,165.10,65.770840,175.26,Orthodox,1988-02-03,3.08,46,3.93,56,0.56,18,60,0.3,"http://ufcstats.com/fighter-details/fbf0537e420e698e"
"Motonobu Tezuka",28,12,7,0,170.18,61.234920,,Southpaw,1987-08-29,0.87,23,2.80,51,1.50,11,0,0.5,"http://ufcstats.com/fighter-details/d34636a85f0f4c90"
"Jason Thacker",0,1,0,0,177.80,83.914520,,Orthodox,1975-08-18,0.63,33,17.05,32,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/f0264252e191da22"
"Brandon Thatch",11,5,0,0,187.96,77.110640,187.96,Switch,1985-07-11,2.70,42,3.63,52,1.36,66,50,0.7,"http://ufcstats.com/fighter-details/638cfec7ec559d6e"
"Elias Theodorou",16,3,0,0,185.42,83.914520,190.50,Orthodox,1988-05-31,4.19,42,2.39,53,1.27,28,59,0.0,"http://ufcstats.com/fighter-details/34f88592c0ab7a54"
"Nik Theotikos",6,2,0,0,,83.914520,,Orthodox,,0.00,0,5.48,19,0.00,0,0,4.8,"http://ufcstats.com/fighter-details/ca936c67687789e9"
"Paulo Thiago",18,9,0,0,180.34,77.110640,187.96,Orthodox,1981-01-25,1.71,39,1.99,63,1.42,31,63,1.2,"http://ufcstats.com/fighter-details/30a09e43f15f1d75"
"Din Thomas",26,9,0,1,175.26,70.306760,,Orthodox,1976-09-28,1.85,37,2.60,59,1.38,52,76,1.2,"http://ufcstats.com/fighter-details/40a604761ca7d64d"
"Ryan Thomas",20,8,0,0,182.88,77.110640,,Orthodox,1984-11-05,2.01,36,4.17,30,5.59,33,0,2.2,"http://ufcstats.com/fighter-details/b732b326c362fb62"
"Noah Thomas",14,7,0,0,175.26,61.234920,,Orthodox,1981-03-27,0.44,13,4.99,33,0.00,0,0,1.3,"http://ufcstats.com/fighter-details/319c15b8aac5bfde"
"Joel Thomas",5,2,0,0,177.80,77.110640,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/2b33e57c4d0a4502"
"Treston Thomison",10,6,0,0,172.72,65.770840,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/ed5f04f833459877"
"Nick Thompson",38,14,1,0,185.42,77.110640,187.96,Orthodox,1981-06-23,1.87,42,1.80,49,1.06,100,35,2.6,"http://ufcstats.com/fighter-details/7d3caf0f96f1b33d"
"James Thompson",20,16,0,1,195.58,120.201880,,Orthodox,1978-12-16,5.13,52,3.19,41,3.14,36,53,1.3,"http://ufcstats.com/fighter-details/9e30f69cc0869301"
